Year,State,Male_High_school_graduate_(includes_equivalency),Male_Bachelor_degree,Male_Graduate_or_professional_degree,Male_18-24_Less_than_9th_grade,"Male_18-24_9th_to_12th_grade,_no_diploma",Male_18-24_High_school_graduate_(includes_equivalency),"Male_18-24_Some_college,_no_degree",Male_18-24_Associate_degree,Male_18-24_Bachelor_degree,Male_18-24_Graduate_or_professional_degree,Male_25-34_Less_than_9th_grade,"Male_25-34_9th_to_12th_grade,_no_diploma",Male_25-34_High_school_graduate_(includes_equivalency),"Male_25-34_Some_college,_no_degree",Male_25-34_Associate_degree,Male_25-34_Bachelor_degree,Male_25-34_Graduate_or_professional_degree,Male_35-44_Less_than_9th_grade,"Male_35-44_9th_to_12th_grade,_no_diploma",Male_35-44_High_school_graduate_(includes_equivalency),"Male_35-44_Some_college,_no_degree",Male_35-44_Associate_degree,Male_35-44_Bachelor_degree,Male_35-44_Graduate_or_professional_degree,Male_45-64_Less_than_9th_grade,"Male_45-64_9th_to_12th_grade,_no_diploma",Male_45-64_High_school_graduate_(includes_equivalency),"Male_45-64_Some_college,_no_degree",Male_45-64_Associate_degree,Male_45-64_Bachelor_degree,Male_45-64_Graduate_or_professional_degree,Male_65_and_older_Less_than_9th_grade,"Male_65_and_older_9th_to_12th_grade,_no_diploma",Male_65_and_older_High_school_graduate_(includes_equivalency),"Male_65_and_older_Some_college,_no_degree",Male_65_and_older_Associate_degree,Male_65_and_older_Bachelor_degree,Male_65_and_older_Graduate_or_professional_degree,Female_High_school_graduate_(includes_equivalency),Female_Bachelor_degree,Female_Graduate_or_professional_degree,Female_18-24_Less_than_9th_grade,"Female_18-24_9th_to_12th_grade,_no_diploma",Female_18-24_High_school_graduate_(includes_equivalency),"Female_18-24_Some_college,_no_degree",Female_18-24_Associate_degree,Female_18-24_Bachelor_degree,Female_18-24_Graduate_or_professional_degree,Female_25-34_Less_than_9th_grade,"Female_25-34_9th_to_12th_grade,_no_diploma",Female_25-34_High_school_graduate_(includes_equivalency),"Female_25-34_Some_college,_no_degree",Female_25-34_Associate_degree,Female_25-34_Bachelor_degree,Female_25-34_Graduate_or_professional_degree,Female_35-44_Less_than_9th_grade,"Female_35-44_9th_to_12th_grade,_no_diploma",Female_35-44_High_school_graduate_(includes_equivalency),"Female_35-44_Some_college,_no_degree",Female_35-44_Associate_degree,Female_35-44_Bachelor_degree,Female_35-44_Graduate_or_professional_degree,Female_45-64_Less_than_9th_grade,"Female_45-64_9th_to_12th_grade,_no_diploma",Female_45-64_High_school_graduate_(includes_equivalency),"Female_45-64_Some_college,_no_degree",Female_45-64_Associate_degree,Female_45-64_Bachelor_degree,Female_45-64_Graduate_or_professional_degree,Female_65_and_older_Less_than_9th_grade,"Female_65_and_older_9th_to_12th_grade,_no_diploma",Female_65_and_older_High_school_graduate_(includes_equivalency),"Female_65_and_older_Some_college,_no_degree",Female_65_and_older_Associate_degree,Female_65_and_older_Bachelor_degree,Female_65_and_older_Graduate_or_professional_degree,Household_mean_income_(dollars),Families_mean_income_(dollars),Married-couple-families_mean_income_(dollars),Nonfamily_households_mean_income_(dollars),Total_Male,Total_Female,Male_High_school_graduate_(includes_equivalency)_Normalized,Male_Bachelor_degree_Normalized,Male_Graduate_or_professional_degree_Normalized,Female_High_school_graduate_(includes_equivalency)_Normalized,Female_Bachelor_degree_Normalized,Female_Graduate_or_professional_degree_Normalized,Male_High_school_graduate_(includes_equivalency)_Normalized_Average,Male_Bachelor_degree_Normalized_Average,Male_Graduate_or_professional_degree_Normalized_Average,Female_High_school_graduate_(includes_equivalency)_Normalized_Average,Female_Bachelor_degree_Normalized_Average,Female_Graduate_or_professional_degree_Normalized_Average
2019,District_of_Columbia,46106,70281,81363,365,1828,9479,12638,346,7853,117,2084,3523,9479,6045,2353,31139,22734,2010,2253,6026,5041,2516,12848,22806,2705,4328,13888,10768,2840,13108,22407,1325,3282,7234,5118,460,5333,13299,52809,75410,91180,216,790,9555,20054,627,8013,822,875,1621,7350,7700,2709,32713,34050,2019,1309,7303,7314,1193,12935,23332,2218,3997,16060,15490,3008,12935,20576,3223,4396,12541,8269,1843,8814,12400,83883,97822,113705,54820,269578,308270,17.1,26.1,30.2,17.1,24.5,29.6,,,,,,
2019,Florida,2488430,1485861,862279,18578,134549,320492,276703,68530,75599,4706,48612,107933,434184,291918,150162,278158,96958,68021,105415,380834,233938,121613,251805,138008,111358,217010,830382,519739,232844,493307,296262,121628,141022,522538,383604,145246,386992,326345,2473657,1669864,923165,10207,89312,245473,311286,98618,97483,9744,35309,66771,327268,274804,172015,340720,143248,45054,72067,298959,237140,162888,306449,190059,101677,186007,776246,577804,358712,578379,326267,181105,185646,825711,482434,195247,346833,253847,86468,101205,120447,53872,8334993,8910789,29.9,17.8,10.3,27.8,18.7,10.4,,,,,,
2019,Georgia,1170688,693017,388872,10586,79834,202779,174488,17759,38440,2576,23135,53448,214058,158497,51666,159928,58638,39314,58722,190103,126412,53833,131727,77807,62340,105507,381418,244084,96029,246367,157354,43931,59381,182330,124772,42932,116555,92497,1124670,812313,510729,5476,59177,152634,205283,22793,56495,5852,18402,42191,155988,166086,69290,203361,83908,32714,44787,145890,139301,71268,162017,128039,48834,89450,363899,290138,126741,282289,202050,51259,82610,306259,165264,56371,108151,90880,106247,118900,131835,70211,3879247,4235147,30.2,17.9,10,26.6,19.2,12.1,,,,,,
2019,Hawaii,177714,102692,52921,308,4676,31748,20745,3558,3558,106,763,2840,33212,26344,12329,21084,6267,1030,3792,27927,19977,10187,18135,11059,5576,6036,53077,34612,20313,34815,17465,7215,5288,31750,24213,10147,25100,18024,147178,126051,63331,485,3294,19723,20457,4237,5206,916,1508,2405,21821,19049,10296,27342,10521,1598,3292,19884,16853,9841,27200,14358,5241,6438,42277,37474,21556,40781,20623,13347,9609,43473,27442,11427,25522,16913,78975,92041,100489,47069,553276,562409,32.1,18.6,9.6,26.2,22.4,11.3,,,,,,
2019,Idaho,198394,107079,62515,1231,10133,35511,31699,4058,4621,299,2360,7157,38245,29720,11165,21974,7170,3413,7819,30726,25828,11160,23039,12537,7929,14339,57632,52103,22829,33375,22336,3441,6630,36280,33745,12461,24070,20173,169418,125064,54854,1276,7309,27027,29543,6069,7333,604,3430,4100,28751,32429,12890,27979,7430,3334,4462,21204,28244,14765,26129,13144,5988,10478,48856,59294,25960,40296,20361,5074,9952,43580,43215,13354,23327,13315,95725,115529,134816,58746,667208,670502,29.7,16,9.4,25.3,18.7,8.2,,,,,,
2019,Illinois,1325604,971092,568250,7759,66839,191794,216473,35173,70325,4052,18654,49555,221391,178331,71168,246423,97430,38967,51790,200918,153213,58298,193724,122861,78864,101867,447773,318456,127905,308464,210287,52615,60438,263728,180315,53203,152156,133620,1272498,1075283,665658,6766,54436,150697,220854,40346,89810,7124,14773,33568,151533,177105,79268,267045,142079,34049,35995,150917,151593,77210,205618,166026,72726,82760,416145,342356,166113,353786,232329,77700,78316,403206,236047,76893,159024,118100,78064,94579,108776,46287,4784829,5072313,27.7,20.3,11.9,25.1,21.2,13.1,,,,,,
2019,Indiana,907123,398535,201477,7134,47834,130103,113373,10835,27787,2125,16091,33175,145774,94853,34139,93599,28716,18231,27462,133778,75251,37920,76015,39972,28121,61973,312855,157081,68960,135651,75671,21321,34573,184613,90594,27146,65483,54993,855138,444519,239504,6218,32670,105333,125542,12532,37496,3801,12555,21896,108450,103412,42870,109912,40877,16611,23575,90296,88249,50829,93975,53604,26039,51867,283719,172581,101498,149371,80069,23088,51505,267340,114633,34265,53765,61153,80267,97137,110210,48007,2513202,2651596,36.1,15.9,8,32.2,16.8,9,,,,,,
2019,Iowa,400953,206401,94667,3113,16209,53002,64109,10461,11903,857,4533,7976,55428,46427,25483,50065,14371,6008,11464,60313,36912,25110,42152,19257,11121,19091,136679,79201,43078,64837,32545,9013,13989,95531,48288,16281,37444,27637,348939,244006,108608,1625,11288,38068,68994,11938,18305,364,3786,6375,38276,41426,26243,57577,22333,4621,7946,32728,38200,31066,49840,26480,7607,16039,107816,85802,60906,75174,37137,11205,15707,132051,57614,23411,43110,22294,82270,99431,112522,48152,1199888,1233352,33.4,17.2,7.9,28.3,19.8,8.8,,,,,,
2019,Kansas,314190,208560,110809,2243,17822,54101,56516,11176,13153,505,5306,10590,48807,41695,21973,45718,16570,6549,12633,44985,40416,17636,38253,24008,12055,17755,102543,78740,27169,69224,38308,8397,8902,63754,46601,13000,42212,31418,282135,236177,128477,1351,12461,38189,56651,12888,16733,1143,3752,6681,35698,41003,21215,53898,24467,7724,8674,30182,37264,20156,43418,31007,10435,16091,84561,81933,37307,79277,44409,9581,12632,93505,62897,14795,42851,27451,72215,85541,99732,44650,1090733,1122280,28.8,19.1,10.2,25.1,21,11.4,,,,,,
2019,Kentucky,615595,234373,129468,3303,26821,90022,69007,10876,13732,939,8015,19897,98250,69295,20733,57084,20038,9689,22604,95621,58956,21979,42212,26947,29824,51242,218139,102040,40251,77702,44117,35223,31158,113563,58304,15023,43643,37427,551372,256003,186505,2968,17788,64302,80791,11102,23604,2151,5543,13950,70001,67321,30354,62462,33749,9294,15897,62309,60720,36796,50675,43197,23010,41144,189745,122766,69312,83133,67870,34161,40002,165015,79633,25740,36129,39538,72658,86582,107900,45018,1683676,1782172,36.6,13.9,7.7,30.9,14.4,10.5,,,,,,
2019,Louisiana,620741,236244,119056,5157,36241,84163,73916,4579,14198,440,11940,33773,111866,63173,16517,57057,19468,12626,33289,105482,59517,19533,44948,24365,27473,60825,206632,110607,32698,72778,40305,26305,29763,112598,64057,11761,47263,34478,593896,301999,163120,3016,22517,64448,88672,4854,20098,1408,6051,26539,86292,76036,29447,72070,33193,11476,20476,78376,66606,30316,64996,34779,16809,52390,203490,126004,45903,95917,55969,25964,45145,161290,80746,16135,48918,37771,78303,95631,107353,49232,1709791,1854117,36.3,13.8,7,32,16.3,8.8,,,,,,
2019,Maine,183243,97181,53323,165,6350,20636,20356,2224,5098,267,844,4118,26734,17371,8469,19018,4881,539,2856,24605,16221,8874,15836,7210,3819,10584,70821,32764,18591,32580,18949,5666,8068,40447,20665,8481,24649,22016,164816,121419,70757,713,4316,16315,19581,2370,7780,536,607,2868,17497,18665,8675,25085,9399,524,1835,16264,13955,10441,21693,12762,2990,5932,59463,37278,23373,42175,28009,5794,10270,55277,27804,12104,24686,20051,114089,134975,157374,68930,530772,567087,34.5,18.3,10,29.1,21.4,12.5,,,,,,
2019,Maryland,608974,449816,370723,5124,32237,92772,92711,12599,32457,2664,10951,22003,107544,84284,27666,105842,50763,21851,23646,90864,66072,25746,83296,71887,32220,42916,215360,136317,44072,151994,148881,23173,30233,102434,67957,18295,76227,96528,583644,539588,435078,3024,22244,69210,100952,13687,45166,4688,8550,14191,81622,75842,32769,119750,78798,17023,17906,68412,65223,32659,96827,105512,26066,35370,198597,159278,70950,189504,164947,28487,47566,165803,98574,35136,88341,81133,117482,141098,163455,72501,2249586,2463807,27.1,20,16.5,23.7,21.9,17.7,,,,,,
2019,Massachusetts,696633,626355,454083,4326,31069,106613,132419,9397,53765,4414,14450,17417,109926,81300,28829,163517,84736,14069,20059,99064,60293,25394,104813,94023,36562,39680,251302,127518,59375,208950,161952,34659,30132,129728,78903,31981,95310,108958,648252,692322,543719,2681,25296,80206,151182,12225,67704,8853,7385,16474,72433,73257,32214,172390,118279,11120,14538,76753,60897,32289,117620,118722,34583,41431,207847,148482,96720,230221,191399,50584,37798,211013,98366,54008,104387,106466,80681,97243,112967,49460,2654903,2885823,26.2,23.6,17.1,22.5,24,18.8,,,,,,
2019,Michigan,1182948,639034,390533,9236,59960,172969,171808,21274,43021,4354,13798,38947,187769,166388,54558,147599,55879,14769,39316,169839,128635,47434,114553,68465,31508,82790,413092,298535,110289,215006,146801,30855,52652,239279,177810,57830,118855,115034,1131060,715068,436201,6587,44416,135058,190434,27625,58396,4270,12538,28081,133804,160380,63615,159232,79429,16046,31254,117420,128838,71238,133229,92993,29732,65015,376338,306508,169220,249412,157926,36789,72197,368440,205676,74610,114799,101583,96995,117331,131838,58072,3820907,4023128,31,16.7,10.2,28.1,17.8,10.8,,,,,,
2019,Minnesota,586196,480741,225697,2369,29481,88218,79692,16749,29178,958,7584,14281,91558,81883,44777,117697,31489,8438,15120,86054,66921,48514,94018,50968,15956,28748,195007,151382,83453,156685,82905,15573,20754,125359,86611,28925,83163,59377,498545,532265,268592,2555,24804,56526,96885,18403,40998,2935,8629,10392,54210,73324,48870,128474,52410,8755,10851,50234,62004,56433,105394,66695,19187,18677,156466,156112,93151,173733,98282,19608,23137,181109,107484,38455,83666,48270,65081,77752,94293,39081,2139845,2197118,27.4,22.5,10.5,22.7,24.2,12.2,,,,,,
2019,Mississippi,353806,125108,68227,2990,23254,48081,62035,10323,7616,124,4153,20181,56234,45732,18169,24750,9237,7313,18475,63672,38759,19537,23487,11596,17835,42041,125957,74444,30208,40111,25430,21013,24219,59862,42007,13260,29144,21840,329377,164894,103785,2474,15993,36493,63099,13060,11674,849,4125,13780,41600,49672,30592,31978,18024,6521,15019,43547,47729,30740,31092,22123,10550,31064,110326,89037,49069,59097,39854,19867,34761,97411,53559,15873,31053,22935,77885,94190,108242,47145,1083089,1194640,32.7,11.6,6.3,27.6,13.8,8.7,,,,,,
2019,Missouri,776531,392608,221714,4463,32921,108851,98369,13485,24005,2178,8766,22919,127414,93614,32984,87581,39901,11868,24057,119434,73620,30603,75183,42998,21581,57691,265184,157820,50935,131685,78941,21259,33914,155648,100096,24031,74154,57696,720922,443373,278941,3948,21933,79743,112383,17120,36168,3004,6372,18347,88419,88384,43969,108993,56059,7172,17680,84332,79937,39001,84614,66210,16400,48271,238538,178897,76947,145752,99146,28961,46557,229890,128118,35251,67846,54522,77320,93962,104779,48017,2305849,2458884,33.7,17,9.6,29.3,18,11.3,,,,,,
2019,Montana,130556,86049,37768,1132,6634,20719,18424,2420,3224,244,899,4048,19310,14464,5906,18207,4603,953,3040,18318,14602,7026,18904,6278,1898,5026,43915,31366,10924,26642,11933,2916,4695,28294,22995,6502,19072,14710,115839,94351,40485,614,5672,14597,18075,2512,5867,170,520,2392,14599,13740,7289,21035,6107,769,1793,13124,13799,6738,18156,8972,1793,3812,34850,34467,16378,30721,14725,2339,5789,38669,24208,8637,18572,10511,82539,99250,111334,50009,420243,422011,31.1,20.5,9,27.4,22.4,9.6,,,,,,
2019,Nebraska,200522,139654,67980,1911,8888,32863,36336,7159,9620,730,2796,6002,31088,29436,18492,32333,10486,4286,6392,26834,22766,16205,31491,15672,10739,11815,65747,48268,26778,43047,23209,4564,7308,43990,33612,9903,23163,17883,180352,162724,79203,1172,5296,21622,40771,4550,15599,1025,3507,4604,20871,26598,12967,39885,18866,3535,4296,18872,23264,15643,32328,21468,8020,8856,54695,54666,28065,50043,24544,6180,8372,64292,41723,13136,24869,13300,86946,100842,117140,57718,721812,737500,27.8,19.3,9.4,24.5,22.1,10.7,,,,,,
2019,Nevada,363192,173777,96071,2492,17666,59677,38715,5344,6258,204,6834,21151,77492,61138,16879,34993,10965,11997,21782,58604,47784,17097,33267,17462,22293,31729,112101,97187,33740,58632,34265,12207,11946,55318,61347,19604,40627,33175,336951,197655,97955,1267,12904,47049,44124,7176,9337,740,4984,17910,56230,55929,21815,46907,15828,11278,19159,46732,45688,19676,37267,22528,25427,29239,104416,91886,36940,65371,35645,14883,18096,82524,64787,21718,38773,23214,100882,121093,134239,59717,1191972,1197447,30.5,14.6,8.1,28.1,16.5,8.2,,,,,,
2019,New_Hampshire,166696,115419,64259,154,7391,22518,22509,2347,8133,94,1662,3481,26441,17921,7395,23400,8305,1106,4942,21881,12645,8861,18505,11514,3049,11947,66973,32502,17458,40773,23403,4111,7201,28883,20451,8850,24608,20943,148134,123624,80366,699,5771,17207,25184,4730,6274,930,1288,2231,17856,14888,8595,23802,13465,751,2037,13524,13982,8499,23497,17241,3010,7247,52107,37653,24258,45621,30887,4354,7255,47440,24036,12742,24430,17843,119301,140098,162458,69872,542357,561334,30.7,21.3,11.8,26.4,22,14.3,,,,,,
2019,New_Jersey,932056,782668,491233,5807,34900,127169,137094,19898,55978,4095,18364,22040,144701,108207,39795,173321,75597,29268,28239,134071,90572,32336,150612,103899,49000,65765,344002,190581,63268,276380,188342,44248,41995,182113,94623,29058,126377,119300,954938,902281,516162,3473,27462,93504,139734,23317,73190,7316,12926,15405,102222,95611,40092,194142,106035,21999,25971,110310,77071,41875,176668,121213,45020,51434,336618,197985,105179,323563,186455,67174,60771,312284,119890,47381,134718,95143,71591,82430,99387,49307,3351015,3593151,27.8,23.4,14.7,26.6,25.1,14.4,,,,,,
2019,New_Mexico,238935,106290,79614,2417,16698,42256,30265,5382,4976,1248,2850,13049,42380,38950,15189,21206,8270,6629,13925,40100,27615,13876,18852,11803,14710,22077,74416,52351,20445,33179,26844,14679,12255,39783,35919,10344,28077,31449,209261,128166,95646,1059,10366,29550,37007,6873,8199,695,3099,11286,30051,38203,16376,25745,11973,7105,11499,26690,29302,14704,23194,16553,14260,18548,68249,59991,25224,40750,36740,19104,16253,54721,41810,13373,30278,29685,107355,126612,150422,70514,794464,828515,30.1,13.4,10,25.3,15.5,11.5,,,,,,
2019,New_York,2028262,1521455,988592,14393,91786,279381,321273,45209,125654,10066,43608,76806,342601,243800,120484,428193,179885,58812,80262,299261,186217,99701,279382,194224,142815,175265,716640,393632,207620,456570,353229,125002,119463,390379,211560,92553,231656,251188,1994352,1670742,1310109,10317,64647,219041,338866,57138,168103,20857,35648,65428,247954,208313,129175,460568,282938,54945,63394,231663,168535,120600,302106,291004,143033,165102,669579,394901,306000,504165,444708,191676,152971,626115,268548,128455,235800,270602,80037,95431,111932,48461,7388570,8042895,27.5,20.6,13.4,24.8,20.8,16.3,,,,,,
2019,North_Carolina,1111268,716376,381791,7385,64508,184055,193508,27877,41959,4478,20720,54735,176525,162638,56755,157924,56609,32492,58432,156606,125110,58494,134173,72158,57575,104879,379609,256320,117498,247849,145626,48106,61097,214473,142247,62367,134471,102920,1048478,854670,476862,4739,44682,136649,202824,32294,57667,4410,15153,42015,142140,160653,71977,194059,89760,26637,37685,119587,137934,79186,162292,111875,47433,76114,327449,292717,195297,299865,173587,51038,84813,322653,202425,86308,140787,97230,85551,107692,119602,51859,3922178,4271934,28.3,18.3,9.7,24.5,20,11.2,,,,,,
2019,North_Dakota,84387,52343,20229,485,4074,11690,18940,4443,3771,263,586,3643,17944,15305,8710,12861,3534,912,1935,11692,11543,8207,11833,4467,1298,3103,26370,20594,13389,14619,6798,3729,2967,16691,13123,4236,9259,5167,71512,65937,25230,455,2454,9777,14751,3570,5982,326,44,2019,10635,10671,8708,17283,5631,675,967,7181,8964,7366,13612,6683,1529,1828,19627,18130,15814,19978,7510,4511,3273,24292,14481,4286,9082,5080,79505,96410,113430,48381,298181,287175,28.3,17.6,6.8,24.9,23,8.8,,,,,,
2019,Ohio,1538879,733052,415131,8596,65370,214605,192830,16785,39851,2830,18563,47538,247033,169728,53575,176798,65165,19001,43847,216694,147138,55672,131841,83364,36541,103916,541747,298084,115047,250433,149330,38255,73404,318800,170740,50143,134129,114442,1468694,832014,484404,8991,53233,165210,208382,22430,60270,5065,15682,33126,180116,170988,79989,191435,94981,18945,31775,148276,142927,92406,159443,112819,31905,82776,493608,313700,182007,285396,172902,42125,103448,481484,208709,73762,135470,98637,75537,89487,104343,46171,4411835,4702418,34.9,16.6,9.4,31.2,17.7,10.3,,,,,,
2019,Oklahoma,498804,221143,111919,4169,27615,78986,66674,9740,13161,799,8034,21481,97055,66134,20198,43077,15956,10239,22896,81397,53234,19068,42388,22519,19640,37982,159626,98141,34069,73146,38921,14048,20390,81740,66250,18445,49371,33724,462839,257052,129077,3693,20117,57373,72958,11491,17146,1576,6065,18696,70300,65043,25740,57842,21378,9790,17618,61801,54136,24909,53047,28474,17496,32058,146929,111359,43820,86077,46243,15642,31191,126436,81992,21647,42940,31406,88449,104266,117645,57967,1470313,1534429,33.9,15,7.6,30.2,16.8,8.4,,,,,,
2019,Oregon,410743,315778,191404,3115,26389,64043,67390,8876,16783,1319,8765,18259,86505,72576,24600,69656,23437,10469,21458,59500,65369,29102,65379,38725,20547,32646,128880,124335,46555,96667,66082,11697,17053,71815,91160,28886,67293,61841,390946,348192,216130,1981,17175,50403,76429,11814,19276,1810,4470,11302,59518,73914,26251,78685,36647,11358,13724,49409,60191,27402,71640,55120,19500,25350,111249,140600,54258,109302,71220,11411,20390,120367,112913,32048,69289,51333,87789,105887,123001,53173,1647172,1707749,24.9,19.2,11.6,22.9,20.4,12.7,,,,,,
2019,Pennsylvania,1758531,917727,527284,11877,65092,218969,193964,21118,63618,3952,21504,45892,269505,147852,69365,229910,85511,20942,46094,233683,126738,70175,160540,101140,48275,107336,645004,253959,128471,298463,189082,47463,75287,391370,160815,59722,165196,147599,1742722,987265,638928,8709,51227,179238,211780,25852,79747,6485,16233,34607,193135,139751,85114,231222,135247,18938,32830,167191,124028,87882,183196,146802,42527,86317,594458,275809,190356,334180,220554,57893,109694,608700,191110,84609,158920,129840,92553,114264,133291,54554,4925483,5244181,35.7,18.6,10.7,33.2,18.8,12.2,,,,,,
2019,Rhode_Island,123454,82081,46502,606,6365,17976,21879,1388,6270,223,2050,4350,19167,15461,4845,22280,7850,3601,3157,18372,11162,5321,12877,7863,7175,7250,44523,24088,11507,26208,17720,6520,5485,23416,13212,5183,14446,12846,123973,86823,58502,124,3043,17169,24939,1712,6547,593,1948,2370,14413,14331,6171,22904,10040,889,2193,15138,12090,4912,14195,12663,6528,9580,39387,23343,19130,30101,20644,8986,8125,37866,16297,7135,13076,14562,78188,92541,109637,48320,412642,443144,29.9,19.9,11.3,28,19.6,13.2,,,,,,
2019,South_Carolina,587165,329585,170336,2847,34237,90996,88860,10318,16067,1291,9431,29498,95692,70798,29615,70072,22191,13990,29334,87358,59826,28771,59616,27141,21015,60794,206228,116805,58080,106362,60145,27305,28874,106891,81130,34163,77468,59568,594239,368194,231020,1678,21082,75148,94930,8538,25216,2002,6557,20451,70708,86266,38349,82503,38626,8767,15294,76735,66871,38278,65059,51564,16149,49829,196511,143441,84857,125342,82747,29432,48958,175137,100021,40436,70074,56081,77650,93738,105678,47350,1922777,2113637,30.5,17.1,8.9,28.1,17.4,10.9,,,,,,
2019,South_Dakota,108825,63159,24029,426,5764,15416,14561,2799,3461,233,743,4549,16138,10765,8057,16110,2840,1454,2492,13810,12835,8692,11282,4795,2947,6638,38543,19046,11516,19785,8943,4172,3049,24918,15238,4176,12521,7218,95701,66128,29995,534,4492,12466,14092,2284,4595,238,706,2760,12391,11440,6800,13673,7448,989,2246,10300,10162,8468,12758,5788,2163,3408,29114,23235,15162,22392,10847,3288,4690,31430,17755,6960,12710,5674,78035,92930,107998,47167,335932,333458,32.4,18.8,7.2,28.7,19.8,9,,,,,,
2019,Tennessee,862153,413713,226011,4223,34712,126779,108554,14528,25754,1535,10360,31196,153446,102488,32156,97514,36715,15655,33893,134354,82439,30901,76049,42944,35455,82004,292107,168167,56063,138649,84631,43512,42829,155467,98054,25479,75747,60186,835295,496885,283092,1987,27066,89916,124856,20362,39744,4444,8442,22038,115732,102125,43039,125407,54220,12091,27961,104515,86594,42103,93480,66180,30325,58788,285381,184214,85507,166853,102816,46653,61615,239751,129201,33638,71401,55432,89681,103203,121561,55749,2554545,2763877,33.7,16.2,8.8,30.2,18,10.2,,,,,,
2019,Texas,2935077,1887132,1011247,33097,189809,552752,499866,63896,105691,8142,92597,159196,627350,491825,152110,467993,169007,150275,172468,526222,392692,146371,377319,223421,300287,280510,864959,668193,241174,619955,374449,181235,121293,363794,350901,97439,316174,236228,2776441,2111520,1034173,19173,150007,424344,535796,90421,142164,11542,57901,132127,472201,478487,188621,536547,216699,119667,149732,411599,397448,165755,455464,270986,280732,259355,867723,747136,285797,689390,352083,253789,171224,600574,449925,125333,287955,182863,96415,107443,117545,58132,10618690,10980560,27.6,17.8,9.5,25.3,19.2,9.4,,,,,,
2019,Utah,284503,228520,128290,779,21921,67924,77258,10871,6362,171,2998,10488,62011,63285,20842,62412,16570,4725,11173,52210,50432,19951,53921,33937,11067,17478,70604,72090,27162,67188,47693,5374,5641,31754,46326,13155,38637,29919,277744,244204,89300,1273,14918,52117,73452,17892,18253,867,2458,11214,50090,57577,26004,68396,17808,4082,7585,42289,54366,27622,59432,21967,9883,14442,74911,86099,33934,65028,32970,6180,8272,58337,56713,16107,33095,15688,105091,123432,142207,66117,1134329,1141321,25.1,20.1,11.3,24.3,21.4,7.8,,,,,,
2019,Vermont,83300,50844,29797,433,2451,12711,11666,1234,4096,0,221,2734,13290,6381,2865,11133,3275,804,1722,10018,6446,2674,8937,4838,1559,6009,29312,12686,7453,16368,11215,2245,2948,17969,9708,4136,10310,10469,67211,57651,41810,296,1983,8546,16462,1260,3384,350,502,1350,7515,6504,2957,12201,5721,620,1143,6676,5725,3505,9070,8637,1243,2538,22975,16346,9299,19651,16239,2374,2846,21499,10672,5817,13345,10863,105775,122737,139329,69816,250316,260114,33.3,20.3,11.9,25.8,22.2,16.1,,,,,,
2019,Virginia,867576,647483,492916,3672,39432,158680,155889,18488,41191,3653,12647,32030,147655,127985,48159,159732,61416,20452,33291,136827,101774,42452,126124,103045,38106,76296,282452,190145,72832,214872,196665,37553,45755,141962,107826,33703,105564,128137,793976,762374,528091,3264,31666,115262,146967,26043,55866,5084,10608,22691,101645,119448,53981,175744,100914,19767,24395,91558,97185,56267,147509,127506,33461,64748,257679,213788,109421,259774,201375,49630,63282,227832,149107,51292,123481,93212,65842,78001,89638,40541,3246462,3431452,26.7,19.9,15.2,23.1,22.2,15.4,,,,,,
2019,Washington,718993,623139,370651,4272,49337,120876,110020,27181,32070,1950,15573,34349,151991,126422,55452,157238,62191,21565,33870,112131,110198,49217,117429,79448,34914,50239,223914,211984,89036,197922,127054,19964,22032,110081,132687,47588,118480,100008,665432,653935,385304,2672,37363,96202,106143,30141,40276,3101,10415,22318,109511,119233,55862,160610,82845,16534,23492,90107,103140,56565,126896,91653,38166,36001,197770,222868,119971,206792,129753,30427,30215,171842,173215,53833,119361,77952,82899,100954,114411,50592,2958683,2993245,24.3,21.1,12.5,22.2,21.8,12.9,,,,,,
2019,West_Virginia,303555,81269,48323,1314,9136,34251,25010,2313,6042,479,801,7524,48611,22469,6994,14547,7077,1645,8379,44571,20567,9377,16952,9037,10446,21267,109699,38707,17017,25567,15662,15354,18435,66423,25881,6915,18161,16068,271231,94529,60774,1085,7155,25104,28133,3553,8070,598,1177,7723,29603,23917,10659,19571,10594,1162,7994,29050,24080,13737,19650,13698,7135,18874,97711,41282,25675,32258,21220,15886,21003,89763,32974,10893,14980,14664,83155,97241,107488,51642,702698,730631,43.2,11.6,6.9,37.1,12.9,8.3,,,,,,
2019,Wisconsin,731887,409348,197912,4284,28685,100801,101649,15407,26017,1322,6522,17143,111293,79442,42035,93602,27797,8928,20874,100389,71562,43969,76726,37126,17018,43718,255921,154261,84621,138868,72401,17085,28065,163483,91779,31649,74135,59266,672992,480461,234750,3556,19474,80686,111723,13380,33914,2839,6831,9535,70354,75138,44998,111958,40667,8538,12663,66232,67481,45339,96714,57895,16382,29728,219151,158088,106606,161940,84935,17498,30334,236569,106520,39164,75935,48414,33055,38273,48387,20281,2247843,2311179,32.6,18.2,8.8,29.1,20.8,10.2,,,,,,
