Year,State,Male_High_school_graduate_(includes_equivalency),Male_Bachelor_degree,Male_Graduate_or_professional_degree,Male_18-24_Less_than_9th_grade,"Male_18-24_9th_to_12th_grade,_no_diploma",Male_18-24_High_school_graduate_(includes_equivalency),"Male_18-24_Some_college,_no_degree",Male_18-24_Associate_degree,Male_18-24_Bachelor_degree,Male_18-24_Graduate_or_professional_degree,Male_25-34_Less_than_9th_grade,"Male_25-34_9th_to_12th_grade,_no_diploma",Male_25-34_High_school_graduate_(includes_equivalency),"Male_25-34_Some_college,_no_degree",Male_25-34_Associate_degree,Male_25-34_Bachelor_degree,Male_25-34_Graduate_or_professional_degree,Male_35-44_Less_than_9th_grade,"Male_35-44_9th_to_12th_grade,_no_diploma",Male_35-44_High_school_graduate_(includes_equivalency),"Male_35-44_Some_college,_no_degree",Male_35-44_Associate_degree,Male_35-44_Bachelor_degree,Male_35-44_Graduate_or_professional_degree,Male_45-64_Less_than_9th_grade,"Male_45-64_9th_to_12th_grade,_no_diploma",Male_45-64_High_school_graduate_(includes_equivalency),"Male_45-64_Some_college,_no_degree",Male_45-64_Associate_degree,Male_45-64_Bachelor_degree,Male_45-64_Graduate_or_professional_degree,Male_65_and_older_Less_than_9th_grade,"Male_65_and_older_9th_to_12th_grade,_no_diploma",Male_65_and_older_High_school_graduate_(includes_equivalency),"Male_65_and_older_Some_college,_no_degree",Male_65_and_older_Associate_degree,Male_65_and_older_Bachelor_degree,Male_65_and_older_Graduate_or_professional_degree,Female_High_school_graduate_(includes_equivalency),Female_Bachelor_degree,Female_Graduate_or_professional_degree,Female_18-24_Less_than_9th_grade,"Female_18-24_9th_to_12th_grade,_no_diploma",Female_18-24_High_school_graduate_(includes_equivalency),"Female_18-24_Some_college,_no_degree",Female_18-24_Associate_degree,Female_18-24_Bachelor_degree,Female_18-24_Graduate_or_professional_degree,Female_25-34_Less_than_9th_grade,"Female_25-34_9th_to_12th_grade,_no_diploma",Female_25-34_High_school_graduate_(includes_equivalency),"Female_25-34_Some_college,_no_degree",Female_25-34_Associate_degree,Female_25-34_Bachelor_degree,Female_25-34_Graduate_or_professional_degree,Female_35-44_Less_than_9th_grade,"Female_35-44_9th_to_12th_grade,_no_diploma",Female_35-44_High_school_graduate_(includes_equivalency),"Female_35-44_Some_college,_no_degree",Female_35-44_Associate_degree,Female_35-44_Bachelor_degree,Female_35-44_Graduate_or_professional_degree,Female_45-64_Less_than_9th_grade,"Female_45-64_9th_to_12th_grade,_no_diploma",Female_45-64_High_school_graduate_(includes_equivalency),"Female_45-64_Some_college,_no_degree",Female_45-64_Associate_degree,Female_45-64_Bachelor_degree,Female_45-64_Graduate_or_professional_degree,Female_65_and_older_Less_than_9th_grade,"Female_65_and_older_9th_to_12th_grade,_no_diploma",Female_65_and_older_High_school_graduate_(includes_equivalency),"Female_65_and_older_Some_college,_no_degree",Female_65_and_older_Associate_degree,Female_65_and_older_Bachelor_degree,Female_65_and_older_Graduate_or_professional_degree,Household_mean_income_(dollars),Families_mean_income_(dollars),Married-couple-families_mean_income_(dollars),Nonfamily_households_mean_income_(dollars),Total_Male,Total_Female,Male_High_school_graduate_(includes_equivalency)_Normalized,Male_Bachelor_degree_Normalized,Male_Graduate_or_professional_degree_Normalized,Female_High_school_graduate_(includes_equivalency)_Normalized,Female_Bachelor_degree_Normalized,Female_Graduate_or_professional_degree_Normalized,Male_High_school_graduate_(includes_equivalency)_Normalized_Average,Male_Bachelor_degree_Normalized_Average,Male_Graduate_or_professional_degree_Normalized_Average,Female_High_school_graduate_(includes_equivalency)_Normalized_Average,Female_Bachelor_degree_Normalized_Average,Female_Graduate_or_professional_degree_Normalized_Average
2022,New_Jersey,941718,861554,553444,7707,40501,132841,134233,19968,57659,8774,15302,20348,139899,102635,46324,194615,84523,35734,27335,147097,93943,39788,166092,113546,58503,67221,328967,183490,71011,291555,209843,42881,38386,192914,111675,32543,151633,136758,940800,947239,608778,6361,32216,114599,129969,21497,71239,11735,12512,15957,98790,84896,44025,205101,118894,24469,20672,110725,75197,39134,189403,150585,53769,53728,305729,194988,104173,320029,209950,62899,52288,310957,140374,59337,161467,117614,82382,97014,116046,55207,3546244,3725278,26.6,24.3,15.6,25.3,25.4,16.3,,,,,,
2022,New_Mexico,244326,114451,90325,3041,14624,47108,31815,4417,5475,866,3484,10056,44338,36091,14030,23084,10534,4703,12882,37327,31934,15229,20640,16119,17517,21276,70595,49090,20503,35866,29750,12098,10392,44958,41962,13856,29386,33056,211942,145017,108401,1950,10234,35053,34601,6300,7815,1441,2328,6232,28592,39907,14188,28250,13200,3781,9841,27264,28343,15599,27588,24144,14587,17071,62373,49807,24610,47457,38135,14257,13796,58660,52698,14277,33907,31481,119130,141334,168776,78600,818102,839767,29.9,14,11,25.2,17.3,12.9,,,,,,
2022,New_York,2008553,1633105,1091225,17256,80410,296129,292936,54110,145018,17949,45269,76877,308225,210361,113311,437128,197224,69923,76680,297733,186830,107269,305896,226107,158081,183900,684033,382161,207734,481862,367261,131117,108261,422433,235861,114093,263201,282684,1951321,1786392,1411506,13318,59926,249866,318916,55138,177070,25630,32148,52004,231480,182016,121298,469511,285398,57005,63608,237844,160028,113716,316467,317688,152138,149026,601429,371047,285297,533259,471373,187733,137443,630702,288655,160911,290085,311417,94353,112123,130320,58122,7585323,8110590,26.5,21.5,14.4,24.1,22,17.4,,,,,,
2022,North_Carolina,1146144,822339,437520,7133,59393,203198,178270,30510,49403,3666,22154,39849,185447,154300,59148,181652,59869,33712,45879,162547,127221,62111,162063,89093,55044,94527,377151,241369,117751,270536,161523,38812,63762,217801,150381,68904,158685,123369,1048572,979657,543925,6898,41442,156626,180510,34503,74110,8263,14785,28726,133525,147415,79180,218523,95856,26101,31106,121276,124258,85496,178715,127106,42908,67548,313832,267309,171560,331510,195825,40829,76978,323313,211545,98561,176799,116875,97699,125399,138061,55371,4056233,4349812,28.3,20.3,10.8,24.1,22.5,12.5,,,,,,
2022,North_Dakota,85317,56044,22616,479,3319,14194,17159,2555,6024,0,1752,1889,14373,15784,8110,14841,3456,882,3206,14681,11666,8895,10341,5847,1113,2753,24221,20485,14934,14673,7519,2568,2822,17848,15543,5345,10165,5794,69295,71671,27331,280,2745,8576,16743,3639,6657,1140,1596,1171,9425,8565,6393,19321,6049,841,2186,10074,9183,8880,12429,7375,1657,1454,16739,17349,13639,21158,7588,3230,2458,24481,15800,6954,12106,5179,90109,110719,129527,54221,305236,293060,28,18.4,7.4,23.6,24.5,9.3,,,,,,
2022,Ohio,1564050,801332,468200,14135,59038,231750,161251,20870,53615,4276,21202,38073,253098,159049,60648,179294,71519,21775,45786,222162,138511,64657,155993,94260,37164,91232,515695,278438,112203,259746,167263,33321,64120,341345,184489,60436,152684,130882,1446273,898759,563032,11717,47295,180853,180113,29007,67941,5112,15429,26830,178476,153248,68110,205274,108821,16562,33062,157269,128556,83367,178321,135147,31321,75909,433098,283136,175494,292033,195033,37954,80693,496577,224193,87862,155190,118919,82741,98937,114545,49318,4499980,4697922,34.8,17.8,10.4,30.8,19.1,12,,,,,,
2022,Oklahoma,511288,249571,122960,4521,27240,89266,66062,9217,13725,471,7636,20004,96591,60571,21301,51660,15487,11026,18921,85287,53796,21919,53875,25861,21415,36739,153227,95029,33889,77550,44090,10297,20086,86917,68708,21398,52761,37051,460258,279563,141866,2500,20759,68735,69815,12079,19942,905,4966,15055,71351,61819,25551,60029,22936,9154,17815,58846,53671,27147,61969,33235,16409,30412,133539,105561,46091,88495,49220,13530,24403,127787,88015,26345,49128,35570,102923,123364,140570,66755,1513594,1552784,33.8,16.5,8.1,29.6,18,9.1,,,,,,
2022,Oregon,446757,332815,207266,3535,23993,76955,55531,9574,14893,932,8451,17097,85593,71139,25956,71581,25669,12141,15058,68321,67743,25085,70038,46049,25641,33124,129825,117471,44777,102190,66980,10143,17088,86063,88669,32126,74113,67636,377115,377737,225659,2977,16333,56669,69130,11905,19834,1579,4028,12569,58021,64712,26784,89028,35719,12316,12048,44617,62416,27163,77660,53194,23564,19338,105816,125513,53667,111039,78075,12857,19133,111992,123498,36128,80176,57092,100015,121871,140307,60489,1691180,1716590,26.4,19.7,12.3,22,22,13.1,,,,,,
2022,Pennsylvania,1773136,996443,595706,11994,64939,235168,195829,20014,69043,6460,17394,37475,270775,140727,70825,230780,88514,18069,43109,239450,125123,77138,193910,127279,49799,89813,603311,240412,137785,316473,208257,40679,68522,424432,168679,75711,186237,165196,1665733,1064035,730424,10287,52251,184059,222012,24638,91941,9471,15065,28131,180538,134931,71334,246367,144465,18747,30349,166881,115303,88342,198047,181825,41442,71807,520234,261112,190931,339520,240901,52745,91964,614021,207918,101028,188160,153762,108023,133207,153078,65595,5059321,5290529,35,19.7,11.8,31.5,20.1,13.8,,,,,,
2022,Rhode_Island,115401,99932,55673,1568,7410,20824,16415,1566,7627,382,1462,3096,16698,18132,6959,23924,7730,3313,2935,15329,13656,5093,19494,10210,8277,8190,37999,22323,10681,31069,20008,4646,5761,24551,14963,5505,17818,17343,112259,103563,69376,409,4459,14617,23071,1926,9985,2138,2033,1056,14017,14044,4445,25082,12301,1643,3109,11168,10878,6276,19712,15106,6540,6389,35060,28443,13152,32908,22134,9575,5967,37397,18656,10362,15876,17697,88704,105495,123598,53647,432957,457631,26.7,23.1,12.9,24.5,22.6,15.2,,,,,,
2022,South_Carolina,623969,368497,206408,1964,33613,107227,82815,11006,19649,2788,6225,21760,101039,75441,25125,67880,28147,9656,26106,87679,64102,31590,68851,40556,19392,47581,206693,121042,52982,121463,68855,20861,30249,121331,82076,38257,90654,66062,579420,409518,268291,2792,23603,80420,88312,10607,32897,2877,4239,16336,68039,79054,39247,87222,43908,7672,23540,60393,65239,45054,75151,62331,11248,37112,183759,138255,86732,136275,93333,22820,44207,186809,111614,49863,77973,65842,90806,110227,123656,57250,2000717,2164775,31.2,18.4,10.3,26.8,18.9,12.4,,,,,,
2022,South_Dakota,113223,62833,29004,1134,5636,16874,12445,4323,3578,355,2027,3089,15391,11159,9696,14424,3567,1614,2113,16398,12247,8674,12866,6471,2437,5109,35931,22716,13680,19172,9111,3407,3755,28629,14502,5220,12793,9500,95495,77261,31448,494,3918,14673,14336,2046,5035,261,1191,1895,10876,7943,7708,16185,6001,1097,923,10736,8580,9174,17267,7871,2482,3481,29520,18271,17435,23807,9491,3477,3276,29690,20445,8424,14967,7824,89799,105555,123035,56860,350043,340800,32.3,18,8.3,28,22.7,9.2,,,,,,
2022,Tennessee,929857,479747,254123,5272,32556,147049,98617,12357,31975,2133,13402,21791,162125,98842,35485,109685,38160,15034,28096,150278,81999,30978,90063,53540,31287,67595,298860,164044,64906,154386,92317,30997,41190,171545,106277,30566,93638,67973,850437,554014,307273,3126,23826,109758,113586,20752,43421,3668,8634,15050,117648,108425,43964,134217,56760,15785,20313,107330,86923,42712,108649,77315,20968,51444,266868,192172,88826,177615,105655,36191,51735,248833,140935,44097,90112,63875,101738,117182,137489,64874,2675018,2841188,34.8,17.9,9.5,29.9,19.5,10.8,,,,,,
2022,Texas,3038645,2155648,1188262,47696,195750,608476,461773,82108,135478,11968,94081,150474,624723,481134,160663,502835,196174,140515,164303,533088,409574,170627,463249,280262,303590,267442,863650,666218,260470,698130,427225,178035,118946,408708,366689,116151,355956,272633,2763221,2412485,1251429,36502,145231,460160,494166,104248,190624,18346,72005,97953,473587,459932,185091,584376,246329,99836,120501,408636,402178,178048,522564,345541,278241,245125,797612,704402,304519,755020,420375,240466,150495,623226,480843,144198,359901,220838,114044,127229,138068,69275,11218794,11371115,27.1,19.2,10.6,24.3,21.2,11,,,,,,
2022,Utah,315216,254385,160833,2939,23012,83772,74196,14517,9838,693,4797,10525,65193,59008,23216,69166,23033,6798,12496,54038,42795,19531,56384,43225,15566,17698,77639,70474,30972,76806,57877,5690,6153,34574,48683,16667,42191,36005,279819,281264,112102,1929,15178,61805,75299,21113,20596,2408,3393,7361,49271,56938,24945,75363,22567,6168,6759,41033,47344,29289,67791,27566,12926,12211,70712,83751,40898,76435,39255,5794,8300,56998,63235,18024,41079,20306,119058,141078,163178,73302,1236167,1214040,25.5,20.6,13,23,23.2,9.2,,,,,,
2022,Vermont,78814,57746,38115,1041,2955,12039,12683,908,3012,133,396,816,11012,7554,2726,13911,3668,342,1610,10700,6274,3478,10389,6895,1493,3885,27403,11834,9067,16956,13589,2207,2881,17660,10598,5041,13478,13830,65573,64482,54224,249,2655,10566,13052,1811,4583,0,386,367,8373,5879,2930,13675,5822,246,1044,6461,4659,3781,11998,12302,831,2858,19184,14805,8956,19863,19398,1808,2298,20989,12584,5388,14363,16702,125847,146344,165028,84851,262464,270866,30,22,14.5,24.2,23.8,20,,,,,,
2022,Virginia,921514,714994,540372,5580,38362,171208,138874,21873,51061,3920,12209,23735,161715,115057,40774,168198,68905,19333,29848,144540,101043,39918,142343,115906,39767,59967,284226,180680,68740,226596,213589,37152,40601,159825,110884,39575,126796,138052,815473,808746,583693,6340,29533,134155,142517,28537,62737,8053,9883,13771,106446,103355,47860,175469,109245,15452,21689,93182,100128,51205,162829,143404,33509,51675,247037,197598,104599,261764,209551,42571,54613,234653,158867,59066,145947,113440,75265,89306,102844,48384,3340852,3480680,27.6,21.4,16.2,23.4,23.2,16.8,,,,,,
2022,Washington,760086,683862,420656,5891,44538,138950,93248,24467,41610,3001,14158,31460,152457,119172,54970,163173,77705,24086,29122,122036,111556,53967,142155,92520,42658,49920,223033,197010,86502,208266,139749,17306,22803,123610,142950,55695,128658,107681,660474,717320,443986,3601,31442,105186,88382,29704,56865,4665,9401,21389,105672,107902,51847,172909,94082,19215,20564,90096,92501,66357,145380,106083,37937,34291,185085,204161,106977,209176,144367,27300,26885,174435,185759,68281,132990,94789,94085,114906,129517,57892,3086083,3055676,24.6,22.2,13.6,21.6,23.5,14.5,,,,,,
2022,West_Virginia,294705,96619,55467,614,9521,36928,23996,2943,6916,188,1260,7644,48313,18064,7910,18615,8521,3571,7819,40242,17600,9577,19767,10265,8047,22019,98065,37453,17345,31190,18612,10392,15412,71157,26867,9692,20131,17881,256864,107864,70300,361,7056,30475,27414,4575,8774,1286,1336,3024,26819,19717,12166,22792,10911,1438,5175,29597,20099,14479,21287,15750,6501,16675,83763,40108,25355,33754,23759,10773,16065,86210,37009,14722,21257,18594,90018,106006,117273,57301,704537,719076,41.8,13.7,7.9,35.7,15,9.8,,,,,,
2022,Wisconsin,748626,443108,218480,7256,29270,118747,88174,13148,31103,1661,7196,15240,106921,81471,38064,99577,28136,9791,18595,103386,74982,46183,83476,43931,24035,36694,241545,145328,89205,145104,78588,14283,26098,178027,99593,42469,83848,66164,669456,518083,260796,4737,18149,90200,96575,13957,44540,4742,6870,9267,73358,72047,39850,113875,41857,7716,9175,65294,65535,50915,102658,61356,16201,25663,203292,149015,97172,163450,94100,13356,26317,237312,110594,52024,93560,58741,39142,45243,59169,24694,2317289,2333470,32.3,19.1,9.4,28.7,22.2,11.2,,,,,,
2022,Wyoming,71605,34325,21877,30,4598,9543,9683,1871,1278,37,354,1875,11927,10623,4625,7330,2345,1089,2835,10499,11778,4305,7034,4198,1850,2289,23298,14382,8299,11331,8491,1264,2147,16338,14720,4168,7352,6806,54468,41172,24514,115,3619,7438,9585,1778,2407,0,838,788,7559,6809,5906,7755,3700,1302,1445,7598,7946,6446,8916,6216,981,2270,14339,18383,9671,13230,8953,885,2862,17534,14979,4424,8864,5645,148872,202466,265991,112447,230592,221186,31.1,14.9,9.5,24.6,18.6,11.1,,,,,,
2022,Puerto_Rico,402778,205092,85170,3397,8958,52446,62202,12407,11388,896,6391,5741,65887,36859,29727,47539,11998,11452,13453,65092,24522,26658,31667,13441,41308,29914,123114,45703,43387,73408,34450,84245,35451,96239,27285,17017,41090,24385,354810,331124,130956,1520,7660,33480,69262,13060,21322,1017,3073,3827,43513,31474,30305,68120,21380,4840,7569,51529,27920,33537,59658,27411,26293,22886,101356,61291,66841,118882,54176,105327,38797,124932,34836,37128,63142,26972,97261,117603,130659,63143,1259117,1444336,32,16.3,6.8,24.6,22.9,9.1,,,,,,
2023,Alabama,631596,308991,175992,3312,27551,102265,73626,10337,21267,2558,6753,19583,105205,67364,27457,61899,25426,13942,27000,93620,65526,26579,54602,37077,25753,58859,203842,118066,48709,99150,60377,20651,31434,126664,83268,28046,72073,50554,602986,353617,223886,3518,17415,79763,98073,12349,25316,2505,5181,15383,79156,78685,37824,73038,41563,8012,18884,76706,69978,37752,71727,47847,19206,46063,181270,138761,73637,119947,79439,22132,41066,186091,112275,41744,63589,52532,85530,103839,123679,48701,1900395,2078427,33.2,16.3,9.3,29,17,10.8,,,,,,
2023,Alaska,104612,48172,26283,980,4808,20171,9432,1223,1015,0,1464,3572,22556,14510,4559,8700,3301,485,2188,17977,12579,4684,14029,6305,2299,4609,30161,18490,7454,17010,8854,2096,2167,13747,13216,4266,7418,7823,72854,53579,33975,201,2534,13688,7384,1925,1645,142,1035,2429,15236,11938,3509,13017,6024,393,2390,11934,11566,4243,11813,9545,1054,2703,18892,21342,7790,16999,11256,2550,2027,13104,11951,5520,10105,7008,114201,133034,150477,78066,294148,264892,35.6,16.4,8.9,27.5,20.2,12.8,,,,,,
2023,Arizona,762127,537864,323604,6073,50562,146035,107933,17636,31440,2276,14341,35397,151655,131205,44439,113940,41437,17190,38517,115860,108116,44916,94292,62727,51975,61528,205062,192996,70609,166414,111355,31998,30791,143515,162794,57091,131778,105809,698733,586974,356849,5744,35479,112174,119770,20430,42262,3197,9035,21272,110479,118909,45205,129220,60454,19352,29592,86529,96970,49397,107347,71523,51964,52422,188786,195702,88409,182955,123030,42379,39412,200765,196992,70572,125190,98645,104620,121773,138858,68029,2899702,2951563,26.3,18.5,11.2,23.7,19.9,12.1,,,,,,
2023,Arkansas,427054,171025,86466,3728,18245,62317,41853,6547,12284,936,5438,12630,74607,42431,15793,33242,14247,8863,13991,65998,38231,18402,35556,17489,17352,31904,135310,70776,24883,54580,26856,11850,19807,88822,50478,13430,35363,26938,394744,203689,113915,2201,12916,49251,50007,10350,16594,1261,2984,7672,58382,39607,21924,45434,18803,8049,11603,48633,40089,23791,40477,28007,13488,24991,116148,76135,38006,65128,39418,12241,20535,122330,65523,21107,36056,26426,81056,97874,114735,46595,1151177,1215567,37.1,14.9,7.5,32.5,16.8,9.4,,,,,,
2023,California,3589911,3111694,1924059,44156,162971,728189,600426,93843,179881,15219,106372,170843,730390,615324,197003,758590,319451,202905,216116,606058,501859,197001,648653,426281,535484,396928,1004726,876428,320624,954044,664861,305674,166205,520548,558553,233892,570526,498247,3201666,3452264,2086660,23556,117295,558206,648017,117204,246411,22841,73338,112630,523510,541125,235194,875828,411031,155130,161754,467024,462091,229490,682443,503505,527972,327391,909650,877972,397232,1023470,710009,434285,201207,743276,709626,306494,624112,439274,134491,151243,176205,91365,15128271,15399593,23.7,20.6,12.7,20.8,22.4,13.6,,,,,,
2023,Colorado,537902,604501,355743,4108,28318,109575,92692,11200,29257,3049,8492,21363,107510,100119,36091,155379,53764,17069,22161,88868,84911,39182,127498,78018,30811,33789,144885,132417,51606,186230,119787,11392,11947,87064,87958,32164,106137,101125,451414,638441,400131,952,23804,80844,88519,13036,43579,2874,5131,8537,70096,80152,35347,167715,78307,10817,15212,61676,66952,38244,122915,101088,22411,24120,122194,131638,66140,188714,133225,14543,20049,116604,113334,42070,115518,84637,124578,148071,165947,82221,2355936,2310994,22.8,25.7,15.1,19.5,27.6,17.3,,,,,,
2023,Connecticut,408215,312905,226053,1520,17507,66140,52883,5996,24771,3714,5550,9313,59867,40824,13891,63918,33661,10394,11205,61527,34475,13898,60614,41565,16532,24007,138389,69287,30348,104651,79990,13234,16812,82292,50945,19759,58951,67123,359730,335984,288730,708,11080,48196,58481,6762,32872,4000,3405,6622,41804,36245,16230,66017,53120,7336,10265,40087,32406,20889,60875,63878,15521,17925,110726,73367,47713,115714,105840,22385,20508,118917,60237,36470,60506,61892,131007,158476,186154,76375,1405553,1488999,29,22.3,16.1,24.2,22.6,19.4,,,,,,
2023,Delaware,122117,72154,54014,695,5746,20001,12487,2061,3142,479,2053,3764,21317,11078,4701,12147,7455,2779,5493,17430,10097,4101,13498,9648,3840,6643,33577,26525,10636,22749,17712,3481,5489,29792,16639,4954,20618,18720,120621,89568,60587,1095,2720,14577,17863,1672,5015,985,2384,2380,11747,11713,6451,17902,9869,2052,2235,15472,10528,5470,16648,13238,3638,6998,35161,26106,13749,28803,21683,3768,6020,43664,20701,10099,21200,14812,109486,129963,148243,65978,391547,428418,31.2,18.4,13.8,28.2,20.9,14.1,,,,,,
2023,District_of_Columbia,37560,74051,88932,262,2745,8198,9370,298,8998,566,605,2529,7198,4951,736,27611,23505,1266,577,3899,6048,539,15803,27833,3202,2894,11407,9226,1759,15252,22978,1950,2165,6858,4857,1007,6387,14050,40692,75755,101803,1156,1763,6780,15855,1016,10857,1663,948,2088,7158,4466,1229,30495,31191,523,1134,5934,5669,1014,11857,32008,3962,4619,11027,9255,3793,12811,22924,3406,3155,9793,9423,2193,9735,14017,103634,120444,138273,67400,257529,294917,14.6,28.8,34.5,13.8,25.7,34.5,,,,,,
2023,Florida,2559256,1764784,1046937,27531,110035,345654,270958,72851,82095,7475,49783,80893,447407,266608,134914,326333,119038,70654,102036,396782,243552,147854,315363,183129,121511,188602,801165,504899,261856,590220,360268,112078,129459,568248,429015,169178,450773,377027,2479951,1980372,1155336,13250,74811,289396,293385,98434,112881,11084,32403,52063,319981,250187,160237,393415,181371,49724,67972,290920,241855,175064,368424,248269,93081,143104,748058,552893,359367,657442,405391,148118,160027,831596,539633,245199,448210,309221,103146,121214,143275,63562,8865244,9366466,28.9,19.9,11.8,26.5,21.1,12.3,,,,,,
2023,Georgia,1222035,790070,457884,11861,68084,226927,159362,20379,44998,4123,25777,46338,217975,157347,52071,185376,64676,40558,51940,187394,129903,56226,150608,98745,65156,92707,379565,249608,92932,270750,179682,40165,56405,210174,145273,48376,138338,110658,1141271,901798,604218,8602,48817,180592,180602,25359,60954,6100,20304,36675,163657,156696,65262,215021,109442,29395,36177,151634,144817,83304,175094,151121,50608,79841,337067,263932,145612,313705,224171,45599,76691,308321,193765,75077,137024,113384,124713,140701,156914,76040,4080457,4414422,29.9,19.4,11.2,25.9,20.4,13.7,,,,,,
2023,Hawaii,174462,114454,63895,755,6203,30524,17755,3910,4873,666,1990,5214,28435,17505,12227,21594,8560,1996,3764,27739,16139,11379,25517,11405,4111,8412,49191,34191,18933,34109,21910,5227,5768,38573,27268,12595,28361,21354,144879,134304,79132,333,3376,19348,17672,3902,6657,380,991,3257,20873,16922,10444,25802,11939,1115,2501,15890,17277,11871,28912,17011,4583,7207,41731,31000,21980,40818,25100,9332,6362,47037,31702,12956,32115,24702,98653,114190,124695,57791,568153,573098,30.7,20.1,11.2,25.3,23.4,13.8,,,,,,
2023,Idaho,220840,138210,71775,3201,13155,39685,31190,4589,4765,303,2591,8291,45118,29708,10546,27101,7729,4762,7170,35364,27698,9529,32753,13229,8898,11784,61512,51914,23420,42901,25969,4546,7291,39161,43370,13464,30690,24545,188355,157123,66779,1507,9431,30894,38054,6725,8769,363,4422,4129,30903,28716,10308,36819,7937,2686,5170,25549,30370,13830,34979,15720,7065,10833,50238,56713,23820,47230,28021,3881,8852,50771,52604,19020,29326,14738,110930,134394,156689,69009,747942,750393,29.5,18.5,9.6,25.1,20.9,8.9,,,,,,
2023,Illinois,1358513,1011688,622194,9255,62371,223770,174324,31808,72163,6080,16079,32860,218457,157876,63060,257180,102500,37991,46133,200222,155007,65021,203193,136948,87864,100858,438652,290095,113548,305637,222439,60610,56943,277412,196956,68142,173515,154227,1256926,1137085,743549,5563,41435,187654,183738,37006,93129,8770,13476,23770,154437,147330,70284,277045,147870,25249,32723,143226,146096,76115,224153,186327,77090,75686,373736,301752,154176,347936,255069,70079,65577,397873,249870,94291,194822,145513,91900,111042,127546,55268,4819196,5028866,28.2,21,12.9,25,22.6,14.8,,,,,,
2023,Indiana,911795,442232,233380,11259,45510,145404,93590,12649,32533,3837,16203,28840,153605,85738,32689,97001,35772,19957,27845,128087,85609,42271,91223,47121,32819,56195,288558,149534,73929,146014,80183,20774,36804,196141,99779,35260,75461,66467,832372,518731,286738,6402,28698,114724,108186,13218,46119,4194,13381,21711,103543,85891,39444,123482,55560,13950,21140,92568,80813,55070,113362,59763,25776,39216,248920,166180,96167,164278,93994,23757,42651,272617,118326,48814,71490,73227,93942,115060,129189,56970,2594661,2686632,35.1,17,9,31,19.3,10.7,,,,,,
2023,Iowa,413774,228782,103657,3274,14647,63205,55207,10127,17668,913,5318,7071,59286,40567,25013,52702,14120,7737,9447,56590,38533,27668,46408,20507,11760,18847,131936,73584,41639,68476,36886,7521,11555,102757,53890,23504,43528,31231,344117,261230,129737,2906,12626,46076,52992,14066,19630,1695,5380,4941,38157,37414,25962,56885,25810,6303,7025,37933,36060,31650,52553,31999,11366,12160,97842,75489,59135,79376,44002,6948,12109,124109,68328,30391,52786,26231,93781,113966,128868,54987,1233122,1248335,33.6,18.6,8.4,27.6,20.9,10.4,,,,,,
2023,Kansas,316053,229492,119415,3995,15379,58405,54322,9564,16346,1465,5044,11065,48070,46265,16374,48037,16860,8194,12746,48600,38847,17466,46298,24986,14990,19094,93149,66743,29564,69467,42793,9584,10642,67829,51957,15899,49344,33311,276182,245062,146068,1926,11169,43175,49683,10589,19243,2270,2916,8481,37557,38905,20505,50608,27141,3797,8439,32931,35865,22659,50837,36136,11111,14025,72546,74708,36755,76631,50682,8929,13673,89973,66674,22968,47743,29839,83499,100215,116971,49828,1122694,1131089,28.2,20.4,10.6,24.4,21.7,12.9,,,,,,
2023,Kentucky,628963,263640,150829,3730,24877,93800,59321,9212,18576,580,6532,17493,107725,62283,28291,58917,23083,7549,19133,87700,63690,26106,53391,29334,24714,41223,211328,103111,38641,84384,55617,26257,27954,128410,68116,21214,48372,42215,563693,285928,210650,1634,14665,72479,70686,10956,24136,2490,8722,10801,73495,57945,32413,67694,40274,6624,15620,58547,56284,33966,59758,52057,20390,32954,181574,112080,70996,90372,69696,26935,32107,177598,82631,32858,43968,46133,83303,101069,123493,49634,1722879,1791538,36.5,15.3,8.8,31.5,16,11.8,,,,,,
2023,Louisiana,616325,242042,129083,5626,26322,81672,70320,6230,11546,1809,9467,24802,108476,62068,19727,46438,19069,14825,27009,100330,56921,28857,52193,28109,24944,52861,199056,102942,31268,80368,40883,22150,29953,126791,70005,14277,51497,39213,556196,316161,185837,4034,21197,64548,83126,8740,21066,1184,6332,14934,79332,65511,27993,68403,36913,10256,18834,71125,65374,36221,66941,45538,21224,39998,174842,114791,52744,101260,59123,23170,37458,166349,89463,22695,58491,43079,97157,115534,129513,63378,1688024,1822289,36.5,14.3,7.6,30.5,17.3,10.2,,,,,,
2023,Maine,188440,115209,62753,416,6593,25844,16697,1508,6428,249,543,1904,24915,16468,8660,24809,5704,1093,2482,26028,18056,10453,18958,9966,3207,9109,64995,29995,18193,36948,20805,4287,4996,46658,27252,10589,28066,26029,159218,140968,80833,195,3623,16580,21876,1932,8095,448,718,2324,17496,16849,8865,27999,11011,1444,1529,17047,16085,11035,25473,16108,2215,5210,52703,32608,25473,46683,27174,5197,6649,55392,29968,16227,32718,26092,129366,154194,178757,77885,558903,591041,33.7,20.6,11.2,26.9,23.9,13.7,,,,,,
